context,item_id,alternative_id,nudge_type,action,reward,algorithm,dwell_time_ms,is_exploration
"[0.062499999999999965, -0.062499999999999965, 0.0, 0.07339449541284404, -0.038461538461538464, 0.0, 0.0, 0.0, 1.0, 0.7417846617265634, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",169893,183357,N2,dismiss,-0.3,ts,429,1
"[0.6136363636363636, -0.6136363636363636, -0.20886075949367092, -0.5661971830985916, -0.6166666666666667, 0.0, 0.0, 0.0, 1.0, 0.6552743052649221, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",109410,142262,N5,dismiss,-0.3,ts,690,1
"[0.3382352941176471, -0.3382352941176471, -0.3671817512877116, 0.026239067055393587, 0.1641791044776119, 0.0, 0.0, 0.0, 1.0, 0.7132792099227282, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",185707,105899,N4,dismiss,-0.3,ts,1277,1
"[0.47058823529411764, -0.47058823529411764, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8490503635579928, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",156353,18570,N3,dismiss,-0.3,ts,1972,1
"[0.36974789915966383, -0.36974789915966383, -0.3728571428571429, 0.06870229007633588, -0.36, 0.0, 0.0, 0.0, 1.0, 0.6746285739509242, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",104682,128254,N4,dismiss,-0.3,ts,836,1
"[0.44, -0.44, -0.3220035778175313, 0.09333333333333334, -0.5545454545454546, 0.0, 0.0, 0.0, 1.0, 0.6735644390777678, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16728,49086,N2,accept,0.608,ts,2521,1
"[0.04761904761904766, -0.04761904761904766, -0.02615470228158035, 0.5272727272727272, 0.23076923076923078, 0.0, 0.0, 0.0, 1.0, 0.6044334604105658, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",179649,115390,N2,dismiss,-0.3,ts,897,1
"[0.7200000000000001, -0.7200000000000001, 0.06944957517547096, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.922362933285888, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",82038,16725,N3,dismiss,-0.3,ts,2689,1
"[0.14, -0.14, -0.323238566131026, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7065192485809642, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",74215,69993,N4,dismiss,-0.3,ts,2467,1
"[0.023255813953488393, -0.023255813953488393, 0.03894297635605003, 0.0, -0.03571428571428571, 0.0, 0.0, 0.0, 1.0, 0.7333907959334611, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20076,20077,N1,dismiss,-0.3,ts,2859,0
"[0.20000000000000007, -0.20000000000000007, 0.19092827004219395, -0.027932960893854747, -0.14285714285714285, 0.0, 0.0, 0.0, 1.0, 0.7139182293445189, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",111011,31973,N3,dismiss,-0.3,ts,2154,1
"[0.3647540983606557, -0.3647540983606557, -0.3122398001665279, 0.011428571428571429, -0.25555555555555554, 0.0, 0.0, 0.0, 1.0, 0.7182843801510561, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",64290,43382,N2,dismiss,-0.3,ts,832,1
"[0.6818181818181819, -0.6818181818181819, -0.050125313283208024, 0.18840579710144928, -0.51, 0.0, 0.0, 0.0, 1.0, 0.7806619322864332, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",48998,49086,N1,dismiss,-0.3,ts,2283,0
"[0.22666666666666668, -0.22666666666666668, -0.5995995995995996, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6921564497180331, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",71092,40258,N1,accept,0.45866666666666667,ts,2537,0
"[0.2, -0.2, -0.40080160320641284, -0.20642201834862386, 0.8181818181818182, 0.0, 0.0, 0.0, 1.0, 0.5410178170853172, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",185374,158410,N1,dismiss,-0.3,ts,2604,1
"[0.19672131147540983, -0.19672131147540983, -0.8342022940563086, 0.011527377521613832, -0.17241379310344818, 0.0, 0.0, 0.0, 1.0, 0.6122436238009076, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54573,105872,N2,dismiss,-0.3,ts,2213,1
"[0.7999999999999999, -0.7999999999999999, -0.24200000000000002, -0.11666666666666667, -0.18181818181818182, 0.0, 0.0, 0.0, 1.0, 0.8047313163458458, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",69947,48992,N2,dismiss,-0.3,ts,2943,1
"[0.3500000000000001, -0.3500000000000001, 0.0, -0.3611111111111111, 0.043478260869565216, 0.0, 0.0, 0.0, 1.0, 0.7807457601820568, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",125913,48548,N2,dismiss,-0.3,ts,1251,1
"[0.9485714285714285, -0.9485714285714285, 0.2222222222222222, 1.0, 0.44000000000000006, 0.0, 0.0, 0.0, 1.0, 0.6671004355547396, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18359,50956,N1,dismiss,-0.3,ts,1043,0
"[0.75, -0.75, -0.5337781484570475, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8210948182295152, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",63869,16728,N1,dismiss,-0.3,ts,2832,1
"[0.27536231884057966, -0.27536231884057966, -0.2837389380530973, -0.24, -0.019999999999999973, 0.0, 0.0, 0.0, 1.0, 0.6980900885686553, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",79808,189203,N2,accept,0.49275362318840576,ts,1356,1
"[0.625, -0.625, 0.0026755852842809983, 0.7803468208092486, -0.54, 0.0, 0.0, 0.0, 1.0, 0.7148883874284145, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",158410,115951,N2,dismiss,-0.3,ts,2630,1
"[0.52, -0.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.9131766764904976, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",141766,141753,N6,accept,0.6639999999999999,ts,1488,1
"[0.7066666666666667, -0.7066666666666667, -0.26660742057320597, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8637591120811493, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",120796,86743,N1,accept,0.7946666666666666,ts,1659,1
"[0.16666666666666663, -0.16666666666666663, 0.11098779134295228, -0.11282051282051282, -0.020000000000000018, 0.0, 0.0, 0.0, 1.0, 0.7352357426409654, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",83435,87100,N1,dismiss,-0.3,ts,2048,0
"[0.3911290322580645, -0.3911290322580645, -0.50017850767583, -0.036036036036036036, -0.07692307692307693, 0.0, 0.0, 0.0, 1.0, 0.7236081398207702, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",89601,103704,N4,dismiss,-0.3,ts,2193,1
"[0.09090909090909098, -0.09090909090909098, -0.3736951983298538, -0.08522727272727272, -0.08333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6320658038404304, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",110877,43090,N1,dismiss,-0.3,ts,1720,1
"[0.15, -0.15, -0.05649999999999995, -0.48333333333333334, -0.58, 0.0, 0.0, 0.0, 1.0, 0.5880249896185937, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18598,79359,N1,accept,0.40499999999999997,ts,1917,1
"[0.09090909090909098, -0.09090909090909098, -0.43661971830985913, 0.06818181818181818, 0.16666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6057589679083718, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",74281,151841,N1,dismiss,-0.3,ts,1885,1
"[0.16666666666666669, -0.16666666666666669, -0.6716716716716717, 0.2561576354679803, -0.09523809523809523, 0.0, 0.0, 0.0, 1.0, 0.577274850892076, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47180,155668,N1,accept,0.41666666666666663,ts,1530,0
"[0.3, -0.3, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7895387605196299, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",133969,50807,N1,dismiss,-0.3,ts,2262,1
"[0.8571428571428572, -0.8571428571428572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.9644999904246006, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16649,16650,N1,dismiss,-0.3,ts,2845,0
"[0.07692307692307684, -0.07692307692307684, 0.0, -0.2222222222222222, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7248958747201469, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",115242,115240,N1,dismiss,-0.3,ts,1397,1
"[0.20000000000000007, -0.20000000000000007, -0.13397860417727964, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7758162558060495, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",90181,115238,N1,dismiss,-0.3,ts,2479,1
"[0.1200000000000001, -0.1200000000000001, 0.1455847255369929, -0.07120743034055728, 0.14000000000000004, 0.0, 0.0, 0.0, 1.0, 0.687454790909646, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",57279,59424,N5,dismiss,-0.3,ts,578,1
"[0.24999999999999997, -0.24999999999999997, -0.4147058823529412, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.726850521859211, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",51609,174748,N1,dismiss,-0.3,ts,466,0
"[0.20000000000000004, -0.20000000000000004, -0.5272727272727272, 0.1978021978021978, 0.3, 0.0, 0.0, 0.0, 1.0, 0.5758109939927043, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",127600,169893,N1,dismiss,-0.3,ts,1761,1
"[0.11999999999999993, -0.11999999999999993, -0.3181818181818182, 0.1623931623931624, 0.7857142857142857, 0.0, 0.0, 0.0, 1.0, 0.5399273768495086, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",151839,89764,N1,dismiss,-0.3,ts,2303,1
"[0.2142857142857143, -0.2142857142857143, 0.0, -0.035856573705179286, 0.12244897959183665, 0.0, 0.0, 0.0, 1.0, 0.7847368582990952, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",138640,138639,N1,accept,0.44999999999999996,ts,2274,1
"[0.14285714285714288, -0.14285714285714288, 0.2002503128911139, 0.9813084112149533, -0.15, 0.0, 0.0, 0.0, 1.0, 0.5689594320135174, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",78135,55882,N1,dismiss,-0.3,ts,1923,1
"[0.4857142857142857, -0.4857142857142857, 0.0, -0.06, -0.06000000000000001, 0.0, 0.0, 0.0, 1.0, 0.8716237776267369, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",122718,141703,N1,dismiss,-0.3,ts,2568,1
"[0.5652173913043479, -0.5652173913043479, 0.1575289575289576, -0.06862745098039216, 0.12000000000000005, 0.0, 0.0, 0.0, 1.0, 0.8171887144159775, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",179650,104485,N1,dismiss,-0.3,ts,506,0
"[0.10144927536231878, -0.10144927536231878, -0.09499192245557343, 0.3888888888888889, -0.07407407407407407, 0.0, 0.0, 0.0, 1.0, 0.6514063925928746, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",89552,89602,N1,dismiss,-0.3,ts,2700,1
"[0.027777777777777613, -0.027777777777777613, -0.6006006006006006, 0.02040816326530612, 0.14583333333333337, 0.0, 0.0, 0.0, 1.0, 0.5766306107798147, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16681,174761,N1,dismiss,-0.3,ts,1569,1
"[0.3411764705882352, -0.3411764705882352, 0.0, -0.017543859649122806, -0.05999999999999996, 0.0, 0.0, 0.0, 1.0, 0.8456959310239913, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",87407,74186,N1,dismiss,-0.3,ts,955,1
"[0.4235294117647059, -0.4235294117647059, 0.2053511705685619, 0.49056603773584906, 0.07142857142857142, 0.0, 0.0, 0.0, 1.0, 0.7093232284924638, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",121068,155693,N1,accept,0.5964705882352941,ts,1698,1
"[0.14285714285714288, -0.14285714285714288, 0.2002503128911139, 0.9813084112149533, -0.15, 0.0, 0.0, 0.0, 1.0, 0.5689594320135174, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",78135,55882,N1,dismiss,-0.3,ts,2519,1
"[0.1666666666666667, -0.1666666666666667, -0.15503875968992248, 0.058823529411764705, 0.0, 0.0, 0.0, 0.0, 1.0, 0.741259150826298, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",92714,85929,N1,accept,0.4166666666666667,ts,1074,0
"[0.7058823529411765, -0.7058823529411765, 0.13651877133105803, 1.0, 0.11764705882352941, 0.0, 0.0, 0.0, 1.0, 0.7183013517884813, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",169345,115396,N1,dismiss,-0.3,ts,2525,0
"[0.6848739495798319, -0.6848739495798319, -0.17794486215538852, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7335761080901412, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",185563,155668,N1,accept,0.7794117647058822,ts,1640,0
"[0.3636363636363637, -0.3636363636363637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8742764353476687, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",123548,123174,N1,dismiss,-0.3,ts,1090,0
"[0.09999999999999996, -0.09999999999999996, -0.2505, -0.3416666666666667, -0.44000000000000006, 0.0, 0.0, 0.0, 1.0, 0.5463632436722876, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18598,155616,N1,dismiss,-0.3,ts,2952,1
"[0.0285714285714286, -0.0285714285714286, 0.0, -0.4375, -0.039999999999999994, 0.0, 0.0, 0.0, 1.0, 0.6617044856731337, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",125786,189308,N2,dismiss,-0.3,ts,1788,1
"[0.4, -0.4, -0.18209408194233698, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8232144824729183, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",49870,147380,N1,dismiss,-0.3,ts,1215,1
"[0.36974789915966383, -0.36974789915966383, -0.43350604490500866, 0.9465648854961832, -0.24, 0.0, 0.0, 0.0, 1.0, 0.5754425533021172, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",61358,155668,N2,dismiss,-0.3,ts,585,1
"[0.5588235294117647, -0.5588235294117647, 0.17562724014336914, 0.29441624365482233, 0.46153846153846156, 0.0, 0.0, 0.0, 1.0, 0.7048196658399779, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",92081,155668,N1,accept,0.6911764705882353,ts,2911,0
"[0.2, -0.2, -0.1442857142857143, -0.5430711610486891, 0.26666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6113191439651465, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",57653,185524,N1,dismiss,-0.3,ts,1625,0
"[0.14285714285714285, -0.14285714285714285, -0.13156752062527144, -0.05190311418685121, 0.36363636363636365, 0.0, 0.0, 0.0, 1.0, 0.6641876162143715, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",110153,115289,N6,accept,0.39999999999999997,ts,1117,1
"[0.52, -0.52, -0.0866666666666666, -0.07180851063829788, 0.42857142857142855, 0.0, 0.0, 0.0, 1.0, 0.7749369740378187, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",151841,108839,N2,dismiss,-0.3,ts,548,1
"[0.5636363636363637, -0.5636363636363637, -0.43706409830621057, -0.011396011396011397, 0.5714285714285714, 0.0, 0.0, 0.0, 1.0, 0.7000728049385982, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15533,108828,N2,dismiss,-0.3,ts,1585,1
"[0.10714285714285708, -0.10714285714285708, 0.21108179419525067, -0.24567474048442905, -0.25, 0.0, 0.0, 0.0, 1.0, 0.6037111713328339, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",105432,164355,N1,dismiss,-0.3,ts,2868,1
"[0.2058823529411765, -0.2058823529411765, -0.0625, -0.02, 0.16, 0.0, 0.0, 0.0, 1.0, 0.7543817618859714, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40998,70937,N2,dismiss,-0.3,ts,2625,1
"[0.6103896103896104, -0.6103896103896104, 0.1266583229036294, 0.32524271844660196, -0.14814814814814814, 0.0, 0.0, 0.0, 1.0, 0.7759987901718405, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",138627,120796,N6,accept,0.7272727272727273,ts,2465,1
"[0.27906976744186046, -0.27906976744186046, 0.0, -0.03754266211604096, 0.042553191489361736, 0.0, 0.0, 0.0, 1.0, 0.8258504046786157, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",33338,91957,N1,dismiss,-0.3,ts,986,0
"[0.6875, -0.6875, 0.05571428571428579, 0.18461538461538463, -0.6592592592592593, 0.0, 0.0, 0.0, 1.0, 0.7663329371063949, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20014,140660,N1,dismiss,-0.3,ts,2680,0
"[0.11999999999999993, -0.11999999999999993, -0.11136363636363633, -0.002849002849002849, -0.4642857142857143, 0.0, 0.0, 0.0, 1.0, 0.6630022292393112, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",151839,88363,N6,accept,0.38399999999999995,ts,2964,1
"[0.41176470588235287, -0.41176470588235287, -0.4265232974910394, 0.08, 0.12000000000000002, 0.0, 0.0, 0.0, 1.0, 0.7184106107941747, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",88339,58615,N1,accept,0.588235294117647,ts,1810,0
"[0.11111111111111115, -0.11111111111111115, -0.6376811594202898, 0.17475728155339806, 0.016666666666666607, 0.0, 0.0, 0.0, 1.0, 0.5979880051484318, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54732,81542,N1,dismiss,-0.3,ts,1705,0
"[0.19999999999999996, -0.19999999999999996, -0.7699749791492911, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6657065190509923, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",63869,141753,N1,accept,0.43999999999999995,ts,1941,0
"[0.4545454545454546, -0.4545454545454546, -0.375, 0.1308139534883721, 1.0, 0.0, 0.0, 0.0, 1.0, 0.6284182472827946, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31975,107588,N1,dismiss,-0.3,ts,774,0
"[0.7954545454545455, -0.7954545454545455, -0.058333333333333376, 0.08571428571428572, 1.0, 0.0, 0.0, 0.0, 1.0, 0.7646405915394846, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30105,89765,N1,dismiss,-0.3,ts,1504,0
"[0.3636363636363637, -0.3636363636363637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8742764353476687, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",123141,123174,N1,accept,0.5545454545454546,ts,2238,0
"[0.20000000000000007, -0.20000000000000007, 0.18088235294117644, 0.011299435028248588, -0.5, 0.0, 0.0, 0.0, 1.0, 0.6639474986889986, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",108741,93935,N1,accept,0.44000000000000006,ts,2670,1
"[0.6000000000000001, -0.6000000000000001, 0.1111111111111111, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.5953401686575794, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38174,112477,N1,dismiss,-0.3,ts,450,1
"[0.41176470588235287, -0.41176470588235287, -0.15164369034994696, 0.12, 0.24, 0.0, 0.0, 0.0, 1.0, 0.7458609741032868, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",56971,58615,N1,dismiss,-0.3,ts,2691,0
"[0.08333333333333322, -0.08333333333333322, -0.7997997997997998, 0.02040816326530612, 0.14583333333333337, 0.0, 0.0, 0.0, 1.0, 0.5775371664077923, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16681,93864,N1,dismiss,-0.3,ts,656,1
"[0.20000000000000007, -0.20000000000000007, -0.0016666666666666904, 0.019943019943019943, -0.5, 0.0, 0.0, 0.0, 1.0, 0.7214793530593256, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15534,135482,N2,dismiss,-0.3,ts,1207,1
"[0.18750000000000003, -0.18750000000000003, -0.11764705882352941, 1.0, 0.44000000000000006, 0.0, 0.0, 0.0, 1.0, 0.5428990649558223, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18334,131606,N1,dismiss,-0.3,ts,2404,1
"[0.1250000000000001, -0.1250000000000001, -0.041666666666666664, -0.015625, 0.07999999999999999, 0.0, 0.0, 0.0, 1.0, 0.753548736419283, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30711,82101,N1,dismiss,-0.3,ts,2903,1
"[0.7, -0.7, -0.24665503199534622, 0.5596330275229358, -0.5235294117647059, 0.0, 0.0, 0.0, 1.0, 0.6691951492273828, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",81396,145532,N5,dismiss,-0.3,ts,1618,1
"[0.5636363636363637, -0.5636363636363637, 0.22448979591836735, 0.09577464788732394, 1.0, 0.0, 0.0, 0.0, 1.0, 0.6877911266249941, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",123023,107588,N6,accept,0.6945454545454546,ts,948,1
"[0.2222222222222223, -0.2222222222222223, 0.11131725417439703, 0.08529411764705883, 0.10400000000000005, 0.0, 0.0, 0.0, 1.0, 0.7387660108640149, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",123848,76847,N1,accept,0.4555555555555556,ts,2085,0
